Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Cash flow rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Debt ratio %, Net worth/Assets, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Operating profit per person, Working Capital to Total Assets, Cash/Total Assets, Current Liability to Assets, Operating Funds to Liability, Retained Earnings to Total Assets, Total expense/Assets, CFO to Assets, Current Liability to Current Assets, Net Income to Total Assets, Gross Profit to Sales, Equity to Liability
0,0.599814752,0.646532926,0.629155736,0.600008648,0.600008648,0.466971977,0.245571414,0.256542076,0.256542076,0.256542076,0.306703224,0.344521468,0.177835681,0.269111998,0.126190404,0.873809596,0.176331689,0.264271171,0.469550666,0.843666871,0.128064663,0.125794678,0.35650481,0.951916077,0.009784564,0.629664468,0.026340727,0.852918266,0.60000558,0.029475752
0,0.685175255,0.717019189,0.70308903,0.61664913,0.617312155,0.481772812,0.237979553,0.21693144,0.21693144,0.21693144,0.301030538,0.3475985,0.196400945,0.26097763,0.077123076,0.922876924,0.196386405,0.259814494,0.407159494,0.909907312,0.301367371,0.071981874,0.393825651,0.964621693,0.042487686,0.700848032,0.013741302,0.89513535,0.616644986,0.049867273
0,0.526544143,0.579753598,0.57385299,0.601507661,0.60166621,0.464651955,0.192732058,0.201677131,0.201677131,0.201677131,0.23343103,0.324184763,0.109111636,0.191684869,0.079481211,0.920518789,0.109116225,0.18441294,0.407600461,0.779943537,0.035163039,0.084106175,0.350319355,0.939089913,0.016758119,0.590049757,0.034706987,0.817160682,0.601508134,0.048346283
0,0.522839175,0.584278238,0.572139836,0.596909728,0.596909728,0.458879579,0.15183723,0.22514854,0.22514854,0.22514854,0.259430841,0.299073354,0.131178243,0.212472697,0.176346102,0.823653898,0.13120654,0.211341528,0.409669614,0.807257693,0.030915142,0.1824579,0.333208489,0.940960989,0.022189052,0.522299877,0.035816915,0.821928499,0.596907818,0.02007489
0,0.526007897,0.57555604,0.566786231,0.602934606,0.602934606,0.477859138,0.245166515,0.174160381,0.174160381,0.174160381,0.226812896,0.326130013,0.095839101,0.183399864,0.05541615,0.94458385,0.095819695,0.182376895,0.392799801,0.876878693,0.270758471,0.052111778,0.38314874,0.94146613,0.028603261,0.644471674,0.012874552,0.825887482,0.602934265,0.069559939
0,0.496124409,0.564598779,0.551956743,0.613514176,0.612447571,0.462529881,0,0.176351608,0.176351608,0.176351608,0.224449277,0.318914904,0.105528866,0.177374407,0.09952535,0.90047465,0.105484717,0.176404494,0.396304923,0.872745706,0.212323834,0.095605599,0.343754634,0.93770739,0.04808065,0.574703754,0.019760999,0.814500331,0.613511887,0.038163671
0,0.552722664,0.606519843,0.591038064,0.60108246,0.60108246,0.463276381,0.246684887,0.229404576,0.229404576,0.229404576,0.277961615,0.331505977,0.169530169,0.242976576,0.170269371,0.829730629,0.169540932,0.236256693,0.412270188,0.829126135,0.106096092,0.169692769,0.346060154,0.945793109,0.018625676,0.594291413,0.031768224,0.832909043,0.601078689,0.020928096
0,0.512796763,0.580571304,0.562610418,0.598142089,0.598142089,0.461977974,0.139285353,0.221819561,0.221819561,0.221819561,0.248274558,0.320011318,0.114567218,0.200195827,0.139311304,0.860688696,0.113903952,0.199147877,0.430021935,0.776905904,0.137535317,0.144336248,0.342402975,0.957021779,0.005288846,0.572492841,0.040114235,0.822191233,0.598139036,0.026383443
0,0.525617901,0.564871348,0.573960062,0.607496505,0.607496505,0.467500398,0.018726592,0.168808731,0.168808731,0.168808731,0.223976553,0.324573813,0.105203159,0.17767568,0.118753212,0.881246788,0.105150879,0.176691049,0.400929423,0.849997492,0.153456019,0.096253207,0.354743968,0.931669158,0.038643217,0.619128154,0.02230626,0.814502607,0.607494456,0.031527396
0,0.510944279,0.603521587,0.557738637,0.61819859,0.618162556,0.469833841,0.110436279,0.184189457,0.184189457,0.184189457,0.226907441,0.325776332,0.107645957,0.18995255,0.072104483,0.927895517,0.107650594,0.188831913,0.395852649,0.891238474,0.176205336,0.07534977,0.365222998,0.944918871,0.052630244,0.623660748,0.015498785,0.836192124,0.61819998,0.053422494
0,0.606200946,0.656563454,0.641950854,0.616886954,0.616886954,0.472907073,0.201133718,0.252833846,0.252833846,0.252833846,0.273139832,0.333239018,0.15324485,0.234842208,0.044290595,0.955709405,0.153207289,0.227350879,0.404332783,0.91909333,0.609585057,0.049338072,0.375241468,0.951868484,0.028423636,0.617494362,0.009851234,0.8511128,0.616886068,0.086462904
0,0.578901185,0.640209333,0.627549655,0.612879978,0.612764669,0.480299942,0.104464015,0.207113059,0.207113059,0.207113059,0.258863572,0.341727382,0.141845127,0.21066506,0.068023098,0.931976902,0.141799795,0.208491064,0.403688293,0.865960069,0.099726354,0.070768412,0.395256408,0.95086921,0.053172401,0.688877538,0.016979041,0.854953209,0.612879143,0.056692069
0,0.588992346,0.648113825,0.627389047,0.610235086,0.610004468,0.466480461,0.190606337,0.310648519,0.310648519,0.310648519,0.299328732,0.326342223,0.150802052,0.266551179,0.063216132,0.936783868,0.150666862,0.256752884,0.409330409,0.903966979,0.331625731,0.040252455,0.349652169,0.950467835,0.02217614,0.583686783,0.009015134,0.849503356,0.610235083,0.061017024
0,0.560522595,0.616332316,0.599710905,0.601839173,0.601831966,0.4642007,0.215710092,0.211369095,0.211369095,0.211369095,0.259336296,0.326625168,0.12669978,0.218573473,0.125767149,0.874232851,0.126353673,0.213958223,0.411229959,0.851910782,0.276478058,0.122554579,0.348458942,0.948822527,0.02472609,0.596524157,0.024998956,0.838339238,0.601838161,0.029587591
0,0.514064252,0.573048408,0.55661438,0.619250782,0.619892186,0.47869958,0.25640247,0.181787535,0.181787535,0.181787535,0.225678359,0.328499682,0.103900334,0.183399864,0.058953351,0.941046649,0.10389695,0.181057236,0.400013568,0.853520241,0.315099108,0.048787606,0.380153875,0.939237029,0.033224316,0.643236954,0.014252113,0.81861986,0.619252095,0.065427484
0,0.483595769,0.543938072,0.531666577,0.596621456,0.596571009,0.461268379,0.247393461,0.171379209,0.171379209,0.171379209,0.218776591,0.316828181,0.098119046,0.174888906,0.224929709,0.775070291,0.09808328,0.173885831,0.393670428,0.797128151,0.011840068,0.203674002,0.340344322,0.932664524,0.030920697,0.562399806,0.038456348,0.799447702,0.596617304,0.014890399
0,0.619997075,0.667793284,0.648053964,0.610609839,0.610588218,0.506472744,0.230590141,0.41494248,0.41494248,0.41494248,0.36910277,0.423533989,0.254946666,0.346162537,0.041660368,0.958339632,0.254922077,0.328678079,0.569152665,0.90594257,0.598911983,0.038018696,0.451245874,0.967443394,0.004715044,0.724676034,0.008504845,0.860566934,0.610611064,0.091667672
0,0.521717935,0.58722198,0.57765405,0.611568342,0.611568342,0.483208777,0.038870331,0.213981712,0.213981712,0.213981712,0.239765529,0.339357714,0.11977852,0.191534232,0.054206851,0.945793149,0.119090657,0.189329613,0.398588906,0.868494768,0.282052168,0.053982732,0.400150377,0.945629999,0.035847018,0.674198644,0.013893397,0.828797641,0.611567074,0.071076499
0,0.604494711,0.647568687,0.633117405,0.606062353,0.605622739,0.467577565,0.242028545,0.239686486,0.239686486,0.239686486,0.284579749,0.337695409,0.14583503,0.253671763,0.106841612,0.893158388,0.145789568,0.242063193,0.410845526,0.888633504,0.50010489,0.096340752,0.35646702,0.953151777,0.028003675,0.619876566,0.018424887,0.850981674,0.606057113,0.03537166
0,0.518305465,0.614424335,0.559344719,0.608800934,0.608678419,0.459142951,0.160542565,0.212211875,0.212211875,0.212211875,0.232674671,0.316368395,0.098607605,0.203434511,0.049762675,0.950237325,0.098588109,0.202473418,0.394179236,0.860833632,0.133449272,0.030024227,0.336939793,0.967514129,0.022797353,0.558220914,0.009325571,0.843657688,0.608798452,0.077268024
0,0.536830303,0.619548626,0.608704963,0.616814886,0.616814886,0.455376899,0,0.203615524,0.203615524,0.203615524,0.242507327,0.311947372,0.126048367,0.190329141,0.051606857,0.948393143,0.125995408,0.188153231,0.398012257,0.909763991,0.106788823,0.055815942,0.322928399,0.948482963,0.081877718,0.53333843,0.011366245,0.837597588,0.616815133,0.074602665
0,0.568273778,0.634594418,0.624605172,0.631567189,0.631538362,0.479805071,0.059317745,0.194682061,0.194682061,0.194682061,0.249787274,0.331718186,0.128246885,0.199593282,0.0560208,0.9439792,0.128250851,0.198657718,0.397695665,0.860026735,0.101246661,0.054434175,0.389766931,0.959726416,0.060995708,0.657859054,0.014739258,0.853728031,0.63156894,0.068814843
0,0.50748306,0.573648059,0.558702286,0.614587988,0.613788034,0.464464072,0.128049398,0.188866883,0.188866883,0.188866883,0.231351045,0.3226993,0.123279863,0.18528282,0.127157844,0.872842156,0.123226994,0.184352613,0.39904118,0.834535046,0.07110889,0.091814036,0.346985917,0.939690208,0.047429583,0.590775664,0.023786512,0.817357305,0.614585284,0.029225649
0,0.533856579,0.593327519,0.579902564,0.608354113,0.608354113,0.4684633,0.181293653,0.168766592,0.168766592,0.168766592,0.228609246,0.326660536,0.107483104,0.187918958,0.095867219,0.904132781,0.107430749,0.18275394,0.40054499,0.884650295,0.457777924,0.093256844,0.360066099,0.931474812,0.036803449,0.625769712,0.018388935,0.827146239,0.608351855,0.039718775
0,0.526397894,0.576264719,0.574495423,0.614472679,0.614177201,0.463544786,0.122886932,0.220134002,0.220134002,0.220134002,0.245816394,0.324114027,0.116440029,0.195224825,0.122834598,0.877165402,0.116428095,0.19427645,0.395988331,0.782904285,0.022739621,0.114470397,0.346377185,0.931369283,0.047343025,0.587477454,0.036684714,0.820276512,0.614468966,0.030368781
0,0.626432019,0.660270388,0.658386423,0.613946583,0.611935888,0.457141659,0.203158214,0.245375248,0.245375248,0.245375248,0.382811761,0.255782698,0.243384089,0.331852075,0.21035765,0.78964235,0.243408732,0.331068547,0.400036182,0.744939625,0.054822315,0.216664882,0.32805849,0.951259865,0.031944396,0.479586114,0.049817831,0.851899328,0.613945429,0.016198458
0,0.457368498,0.527692979,0.510198619,0.597788956,0.597788956,0.462066883,0,0.168682314,0.168682314,0.168682314,0.21282027,0.3234774,0.090872079,0.164193718,0.200441394,0.799558606,0.09083655,0.167197044,0.387564732,0.780007527,0.070529452,0.120186739,0.341825776,0.930707065,0.004011187,0.572166307,0.037900842,0.794232393,0.59778808,0.017196271
0,0.501340613,0.552442215,0.550190053,0.596549388,0.596549388,0.464527818,0,0.181281868,0.181281868,0.181281868,0.233714664,0.357006437,0.111065874,0.18528282,0.245336639,0.754663361,0.111013402,0.18432999,0.392211845,0.744220408,0.0512356,0.240403971,0.3495483,0.935458658,0.022681274,0.634476031,0.049845752,0.804498668,0.596544522,0.013311863
0,0.524252913,0.579426515,0.566357942,0.59798354,0.59798354,0.463660535,0.232614637,0.232607138,0.232607138,0.232607138,0.329677602,0.373028224,0.200472274,0.28974919,0.243311062,0.756688938,0.200457603,0.288945027,0.397887881,0.786921652,0.209541618,0.252861526,0.347480968,0.942662165,0.019350206,0.617804744,0.041624521,0.823798437,0.59798338,0.013458036
0,0.480427046,0.539795028,0.531238289,0.596347598,0.596347598,0.463709184,0.284036846,0.203531246,0.203531246,0.203531246,0.219060225,0.324220132,0.095839101,0.175265497,0.127490401,0.872509599,0.095844122,0.174277958,0.392245766,0.760055245,0.038086357,0.127655237,0.347277312,0.939803182,0.012475544,0.592047394,0.044617451,0.800899801,0.596346678,0.029144493
0,0.525032906,0.593109464,0.580009636,0.599518586,0.59971317,0.459215084,0.054560178,0.233913447,0.233913447,0.233913447,0.262078094,0.308269081,0.112450126,0.208932741,0.134806663,0.865193337,0.112470891,0.208031069,0.397401687,0.804955933,0.028717228,0.131034657,0.334634911,0.946830217,0.016791156,0.538243759,0.032943943,0.828826683,0.599513592,0.027377363
0,0.461560961,0.571194941,0.50923497,0.597587166,0.597587166,0.461078819,0.071363498,0.191563777,0.191563777,0.191563777,0.210740286,0.316898918,0.093152023,0.186036002,0.107023007,0.892976993,0.093165274,0.183704095,0.391194229,0.899310279,0.106370745,0.112508056,0.339739569,0.939202924,0.037753788,0.561371268,0.019354949,0.81960684,0.597586165,0.03530023
0,0.424706284,0.4900785,0.472295091,0.595064789,0.595064789,0.467862745,0,0.146770048,0.146770048,0.146770048,0.181715042,0.35109995,0.070922563,0.128869474,0.250838952,0.749161048,0.070936538,0.144310384,0.382386197,0.897363389,0.070439253,0.138600789,0.351004295,0.91416689,0.04229438,0.64769939,0.021990214,0.764387743,0.595065281,0.01293024
0,0.526397894,0.586894898,0.56651855,0.606739792,0.606739792,0.470258256,0.235752607,0.187897687,0.187897687,0.187897687,0.230689231,0.3234774,0.110903021,0.188898094,0.064455664,0.935544336,0.110077027,0.187218159,0.400827661,0.835866894,0.237577722,0.051387456,0.360260136,0.941995188,0.011238326,0.6069968,0.016804824,0.828627377,0.606738869,0.059855781
0,0.546775216,0.626635412,0.598586648,0.614443852,0.614443852,0.47770816,0.085939872,0.198516708,0.198516708,0.198516708,0.250638177,0.345971564,0.126618354,0.208706786,0.092450948,0.907549052,0.126606087,0.205881909,0.407656996,0.897698652,0.266435137,0.094558998,0.38764983,0.950555527,0.042589336,0.707686272,0.017487869,0.852116561,0.614443037,0.04127403
0,0.479500804,0.55484082,0.532094866,0.594790931,0.594790931,0.435518314,0.039882579,0.184315874,0.184315874,0.184315874,0.219343859,0.314140199,0.09347773,0.175190179,0.012183693,0.987816307,0.093580536,0.173833044,0.386784559,0.959526659,0.547209323,0.012735816,0.280154781,0.923340127,0.009645496,0.532991227,0.002294905,0.810717132,0.59478728,0.262453199
0,0.455467265,0.523113825,0.504845013,0.598516842,0.598552876,0.480969276,0,0.180396949,0.180396949,0.180396949,0.209605748,0.341090755,0.09730478,0.166905174,0.09879977,0.90120023,0.097244614,0.166035744,0.397808733,0.748245855,0.069639043,0.088453229,0.390180147,0.927628756,0.017572585,0.725244324,0.049785631,0.789066375,0.598515523,0.038473849
0,0.55652513,0.610880942,0.594732052,0.617247294,0.617247294,0.466019141,0.231399939,0.190088913,0.190088913,0.190088913,0.242790962,0.321815095,0.124175556,0.199216691,0.065392871,0.934607129,0.124163369,0.198273132,0.417075598,0.952393255,0.745715665,0.067047688,0.353805447,0.956192072,0.028860879,0.593417914,0.010883547,0.844051204,0.617246993,0.058979713
0,0.55311266,0.614424335,0.597890679,0.611784546,0.611784546,0.50446642,0.169855249,0.192912225,0.192912225,0.192912225,0.244303678,0.343814105,0.124582689,0.199066054,0.08797654,0.91202346,0.124391356,0.197564286,0.412066665,0.942623129,0.601572015,0.037709444,0.392898748,0.946447119,0.018817192,0.716320435,0.007028002,0.840043486,0.611779973,0.043485983
0,0.575732462,0.631323594,0.620804112,0.615251013,0.615618559,0.471212769,0.158011945,0.221777422,0.221777422,0.221777422,0.262834452,0.330657141,0.138995196,0.215033517,0.06306497,0.93693503,0.138974384,0.214116582,0.408369327,0.857010493,0.228147419,0.065906448,0.369028568,0.956608924,0.024479299,0.624736714,0.017090319,0.850902651,0.615251896,0.061180813
0,0.475649588,0.538432185,0.527383693,0.600441056,0.600577985,0.465472266,0.212470898,0.219965446,0.219965446,0.219965446,0.218303867,0.327544741,0.101050403,0.174060405,0.09855791,0.90144209,0.100933118,0.172973381,0.393500825,0.785996394,0.150689766,0.103064726,0.35271373,0.943536393,0.021787339,0.603607652,0.03485935,0.79997536,0.600438379,0.038570008
0,0.566762541,0.629306585,0.598586648,0.603972384,0.603929143,0.465327999,0.241421196,0.317306477,0.317306477,0.317306477,0.305757776,0.339322346,0.207149255,0.285154779,0.109985791,0.890014209,0.207118081,0.278696931,0.4780308,0.889370004,0.188102631,0.104558259,0.351274926,0.954221195,0.016272964,0.602772573,0.019309876,0.844380484,0.603974068,0.034275701
0,0.509043046,0.585204972,0.574388351,0.605579498,0.605644359,0.465361549,0,0.181113312,0.181113312,0.181113312,0.23522738,0.325351913,0.104796026,0.183927092,0.120688091,0.879311909,0.104760044,0.182799186,0.397706972,0.793618499,0.084925263,0.125702784,0.352422325,0.942629985,0.031658233,0.610864391,0.034892871,0.827244511,0.605576885,0.030965896
0,0.532832838,0.58182512,0.580973286,0.620360628,0.620057943,0.481093413,0.182710801,0.193375753,0.193375753,0.193375753,0.231918313,0.329631464,0.122465597,0.187316412,0.058469631,0.941530369,0.122486036,0.186343413,0.399018566,0.78578549,0.04010315,0.04363603,0.381223641,0.941372806,0.036332309,0.644748771,0.02535374,0.825652128,0.620359404,0.065966458
0,0.518500463,0.593709115,0.576047968,0.599439312,0.599388864,0.471949204,0.004048993,0.167797396,0.167797396,0.167797396,0.236267373,0.338296668,0.105366013,0.187918958,0.146748496,0.853251504,0.105338154,0.18690144,0.401506072,0.884415471,0.209436046,0.141957372,0.369863134,0.93188061,0.037676516,0.703404801,0.02339898,0.833649172,0.59943749,0.024866495
0,0.62628577,0.675207152,0.657315702,0.634183254,0.633642745,0.492129874,0.210952526,0.202604189,0.202604189,0.202604189,0.269641675,0.339110137,0.160980376,0.226783159,0.052937086,0.947062914,0.160991418,0.225895483,0.430089776,0.954551548,0.248635641,0.044967314,0.412144191,0.959536292,0.043106885,0.693444052,0.007765125,0.880578389,0.634183378,0.072750214
0,0.490176961,0.556094636,0.540660635,0.596484527,0.596484527,0.460302123,0.205283936,0.195398424,0.195398424,0.195398424,0.22530018,0.313432836,0.106261705,0.181140318,0.151706624,0.848293376,0.106127966,0.179669708,0.414735081,0.860379121,0.090664716,0.156466753,0.337457204,0.938083404,0.022290831,0.548906988,0.026972858,0.806665696,0.596482894,0.023938093
0,0.562862575,0.628706934,0.61716366,0.622746076,0.622436184,0.477146188,0.07601984,0.19843243,0.19843243,0.19843243,0.249220006,0.330551036,0.125234101,0.200346464,0.058227772,0.941772228,0.12505089,0.198853782,0.401359083,0.879204491,0.219807648,0.054073339,0.38092583,0.948933203,0.040278529,0.643866067,0.013052066,0.849892613,0.622743357,0.066227207
0,0.431579974,0.490787178,0.476470903,0.601457213,0.601413973,0.45879067,0,0.16805023,0.16805023,0.16805023,0.198071287,0.314104831,0.094454849,0.157189124,0.116304381,0.883695619,0.094484342,0.158102707,0.391578662,0.831052764,0.089219858,0.100003729,0.334311829,0.922004568,0.043448443,0.540509622,0.025335188,0.767652171,0.601458728,0.032248456
0,0.530931604,0.598342782,0.580063173,0.599655515,0.599655515,0.465787642,0.121672234,0.240824238,0.240824238,0.240824238,0.26160537,0.334406168,0.120267079,0.214807562,0.112948575,0.887051425,0.120238735,0.211944801,0.425374822,0.86297198,0.339690371,0.119502834,0.353863863,0.94823286,0.009434055,0.613307964,0.02343407,0.831824849,0.599655396,0.033304627
0,0.48691074,0.533035325,0.534289844,0.604282276,0.604282276,0.472568213,0.187670817,0.178163583,0.178163583,0.178163583,0.214711166,0.327226427,0.102353229,0.170595767,0.071257974,0.928742026,0.102105623,0.16956489,0.394529748,0.879490039,0.451787228,0.071702045,0.371951295,0.920868741,0.041308277,0.63902084,0.015905329,0.797266333,0.604283373,0.054063168
0,0.626822015,0.691234191,0.68028267,0.617636461,0.617730149,0.483158451,0.087863144,0.231975054,0.231975054,0.231975054,0.295263307,0.346183773,0.167983063,0.239060029,0.057471959,0.942528041,0.167953165,0.238134379,0.415413491,0.900779906,0.447183787,0.060186959,0.40330239,0.965745801,0.022739749,0.686411033,0.012585199,0.880280832,0.617635281,0.067111125
0,0.458489738,0.520497165,0.509342042,0.597997953,0.597846611,0.462155792,0,0.174328937,0.174328937,0.174328937,0.207903943,0.319268586,0.089813533,0.163063945,0.142969435,0.857030565,0.089810608,0.162664957,0.389170304,0.836487001,0.006044519,0.132456295,0.342688686,0.928078197,0.022867994,0.574020042,0.027916063,0.786000051,0.597993207,0.025617497
0,0.487056988,0.551406454,0.538679801,0.621355165,0.62262356,0.472336714,0.133616763,0.169988622,0.169988622,0.169988622,0.218682046,0.31997595,0.099666151,0.173909769,0.023430178,0.976569822,0.099622193,0.172830103,0.396090093,0.862595394,0.267940224,0.02686513,0.372212563,0.931581512,0.028745053,0.592159585,0.008395034,0.808262047,0.621356181,0.154511606
0,0.529274119,0.584223724,0.564270036,0.602703988,0.602703988,0.465869841,0.305901407,0.223420842,0.223420842,0.223420842,0.244114588,0.328110632,0.130445403,0.207049785,0.102336971,0.897663029,0.130408585,0.2061383,0.410212343,0.864277801,0.230120891,0.095602298,0.352496871,0.944005764,0.020331599,0.604318137,0.020612129,0.826585027,0.602703143,0.037044752
0,0.474040852,0.532054078,0.526901868,0.600599605,0.60182476,0.472398782,0.281911125,0.201171463,0.201171463,0.201171463,0.214522076,0.3195869,0.093152023,0.170445131,0.017474378,0.982525622,0.093132705,0.169444235,0.391024626,0.80177164,0.069291073,0.013706148,0.36158994,0.931821394,0.009608966,0.578939886,0.009327297,0.796734359,0.600598078,0.197726389
0,0.571247502,0.636011775,0.628085015,0.628129549,0.626760259,0.48235156,0.056281,0.236568202,0.236568202,0.236568202,0.274085279,0.338119827,0.144695057,0.220079837,0.060737068,0.939262932,0.144690345,0.218716537,0.4036996,0.830646151,0.087475914,0.041931581,0.380702967,0.960629635,0.043190221,0.646575574,0.015304282,0.855278639,0.628125388,0.063517026
0,0.516989226,0.573157436,0.566572086,0.600671673,0.600671673,0.464188957,0.074299018,0.194007838,0.194007838,0.194007838,0.234660112,0.32697885,0.10398176,0.188521503,0.144299664,0.855700336,0.103986516,0.187338813,0.396994641,0.790511805,0.052055163,0.15131196,0.349051629,0.940498847,0.020683918,0.603850278,0.037273439,0.818509839,0.600667395,0.02535182
0,0.505435577,0.565416485,0.556507308,0.601745485,0.601759899,0.464125211,0.07895536,0.222198812,0.222198812,0.222198812,0.233998298,0.321815095,0.101294683,0.187015139,0.068748677,0.931251323,0.101242529,0.185114245,0.410777685,0.83886777,0.149380025,0.070690911,0.348476844,0.946281823,0.026983361,0.5825445,0.020047345,0.816832035,0.601740886,0.056091906
0,0.624335787,0.68567379,0.673001767,0.620937171,0.621016446,0.48062706,0.105779937,0.229573132,0.229573132,0.229573132,0.284579749,0.337270991,0.164318867,0.231904798,0.045862684,0.954137316,0.162220919,0.22861021,0.413728771,0.871295569,0.094179372,0.049786895,0.39711771,0.964854062,0.02763418,0.653778278,0.01287409,0.874781885,0.620933066,0.083618862
0,0.730073612,0.82015918,0.798222603,0.615568111,0.613845688,0.473358329,0.035934811,0.260250306,0.260250306,0.260250306,0.378557247,0.342505482,0.14200798,0.306620471,0.07364634,0.92635366,0.141474099,0.303597014,0.423192601,0.812239403,0.114962688,0.070049492,0.372396513,0.975061896,0.017972199,0.642461379,0.024263257,0.925199454,0.615567301,0.052276805
0,0.649539317,0.682075883,0.671502757,0.62221998,0.621420026,0.480595187,0.237777103,0.221988117,0.221988117,0.221988117,0.29393968,0.348199759,0.182476997,0.252391353,0.075248662,0.924751338,0.182454769,0.251481789,0.418409805,0.872288289,0.399627083,0.074661355,0.393823464,0.965176747,0.021201119,0.697721047,0.016977489,0.882048873,0.622214988,0.051139094
0,0.618632087,0.673626254,0.674393704,0.61624555,0.61624555,0.482029474,0.078550461,0.189920357,0.189920357,0.189920357,0.260092654,0.339782132,0.136552398,0.209234014,0.077727726,0.922272274,0.136515381,0.208340246,0.397921802,0.86121105,0.451604278,0.07454325,0.395993334,0.955641296,0.031478391,0.707440778,0.018036276,0.869265666,0.616245896,0.049473622
0,0.558962609,0.604611862,0.597997751,0.60586777,0.60586777,0.47824497,0.211154975,0.187560575,0.187560575,0.187560575,0.239009171,0.331399873,0.113671525,0.19417037,0.062611482,0.937388518,0.113651538,0.193220722,0.408719839,0.824400113,0.261101766,0.063142448,0.387615779,0.946543359,0.023700421,0.663507952,0.020839976,0.838969973,0.605864131,0.061613258
0,0.593769805,0.650512429,0.639541731,0.612822324,0.612541259,0.472989272,0.143536795,0.199528043,0.199528043,0.199528043,0.254892692,0.331152295,0.13484244,0.209309332,0.067357983,0.932642017,0.134821763,0.206636,0.40140431,0.853580759,0.076265724,0.070689502,0.374428868,0.951214985,0.037824555,0.640744411,0.018249929,0.855460009,0.612821779,0.057262723
0,0.475259591,0.533634976,0.525670539,0.603121982,0.603287738,0.463898744,0.165603806,0.188108381,0.188108381,0.188108381,0.215940248,0.323229822,0.094699129,0.169993221,0.126946216,0.873053784,0.094696044,0.169014403,0.39165781,0.821342968,0.091149495,0.125270146,0.347713502,0.932906576,0.039068672,0.593736512,0.029533722,0.796048965,0.603121671,0.029281689
0,0.494759421,0.557948103,0.541570748,0.597666441,0.597666441,0.461837062,0.234335459,0.202899161,0.202899161,0.202899161,0.230405597,0.318773431,0.106424558,0.186487911,0.138585724,0.861414276,0.106388522,0.185513913,0.401720902,0.804201476,0.07637768,0.113184315,0.341702788,0.947015899,0.010997885,0.569304437,0.031520232,0.81143638,0.597663243,0.026543356
0,0.574513723,0.642825992,0.627014294,0.601269837,0.601269837,0.46951511,0.08988764,0.333403565,0.333403565,0.333403565,0.344426586,0.365813115,0.222701734,0.286887098,0.103546271,0.896453729,0.222702623,0.283010331,0.442402931,0.894882987,0.40097487,0.109942867,0.365057685,0.958344773,0.021628768,0.647383555,0.019439739,0.853422459,0.601268237,0.036589278
0,0.533320333,0.552006106,0.57738637,0.608620764,0.608620764,0.463110306,0.059925094,0.188066242,0.188066242,0.188066242,0.229554694,0.323371295,0.110984448,0.183098592,0.187864679,0.812135321,0.110964548,0.178817585,0.393421677,0.757970644,0.035334517,0.08979048,0.343022068,0.940992826,0.025445372,0.578927785,0.044233572,0.805592393,0.608616402,0.018609122
0,0.50168186,0.559474488,0.562503346,0.597875438,0.597875438,0.459877708,0,0.170452151,0.170452151,0.170452151,0.230594687,0.312548631,0.097630486,0.177525043,0.183239109,0.816760891,0.097643591,0.176562853,0.395773501,0.762361125,0.032875279,0.172261224,0.336577708,0.931947065,0.03092358,0.540566775,0.044897848,0.810129122,0.59787535,0.019177006
1,0.477989568,0.538323157,0.529632207,0.616966229,0.616930195,0.463412261,0.379694301,0.218659138,0.218659138,0.218659138,0.215940248,0.320612577,0.102108949,0.172554041,0.065906823,0.934093177,0.102097481,0.171103235,0.407442165,0.772502639,0.004187804,0.062058027,0.345942691,0.932301129,0.008616534,0.576245497,0.034596466,0.797930737,0.616961618,0.058526706
1,0.324477161,0.351504579,0.344236844,0.585205898,0.584636561,0.45995823,0,0.150815389,0.150815389,0.150815389,0.163184268,0.315979345,0.075889586,0.13451834,0.153520573,0.846479427,0.075878971,0.133956715,0.302288505,0.680878169,0.029816657,0.12420079,0.337343136,0.898300689,0.07296158,0.548160418,0.129762657,0.665136031,0.585206777,0.023614591
0,0.529566616,0.582860881,0.578992451,0.61624555,0.616007726,0.478632479,0.029557648,0.205090388,0.205090388,0.205090388,0.233903753,0.332708495,0.113590099,0.189651277,0.104423013,0.895576987,0.112226619,0.185121786,0.413751385,0.788767038,0.107348188,0.038073582,0.358573596,0.940047402,0.007661539,0.625879686,0.022729232,0.820279501,0.616241173,0.036255939
0,0.455906011,0.503216311,0.513357246,0.606588449,0.606739792,0.462810028,0,0.175213855,0.175213855,0.175213855,0.205256689,0.320152791,0.091767771,0.153724486,0.140157814,0.859842186,0.091805494,0.15804238,0.389509509,0.781973342,0.150283144,0.080401738,0.342986118,0.926656631,0.0255618,0.575188911,0.033585267,0.77836166,0.606589525,0.026206407
0,0.490128211,0.543774531,0.543283902,0.61606538,0.615020395,0.476861008,0.189897763,0.248619949,0.248619949,0.248619949,0.220762031,0.340913914,0.112938686,0.17639527,0.106267195,0.893732805,0.11253603,0.175265817,0.406175799,0.777696665,0.099026133,0.04749869,0.360330907,0.932827353,0.01354499,0.633042435,0.029450355,0.800346819,0.616061712,0.035573102
